row_id,HomePlanet,Destination,CryoSleep,Age,VIP,TotalSpent,HasGroup,Deck,Side,CabinNo,Transported
2266,Earth,Trappist,False,19.0,False,,False,F,P,499,False
2267,Europa,Trappist,True,32.0,False,0.0,False,C,P,84,True
2268,Earth,Trappist,False,33.0,False,2789.0,False,F,S,467,False
2269,Earth,Trappist,False,21.0,False,,False,F,P,501,False
2270,Mars,Trappist,True,23.0,False,0.0,False,F,P,503,True
2271,Earth,Trappist,False,24.0,False,777.0,False,F,P,504,True
2272,Earth,Cancri,False,17.0,False,876.0,False,F,S,468,False
2273,Mars,Trappist,True,34.0,False,0.0,False,F,P,505,True
2274,,Trappist,False,31.0,False,1955.0,False,D,P,72,False
2275,Earth,Cancri,False,43.0,False,747.0,False,F,P,506,False
2276,Earth,,False,43.0,False,790.0,False,E,S,170,False
2277,Earth,Trappist,False,33.0,False,755.0,False,F,P,507,True
2278,Mars,Trappist,True,28.0,False,0.0,True,F,P,508,True
2279,Mars,Trappist,True,27.0,False,0.0,True,E,P,146,False
2280,Mars,Trappist,True,7.0,False,0.0,True,F,P,508,True
2281,Earth,PSO,True,16.0,False,0.0,False,G,S,395,False
2282,Earth,Cancri,False,42.0,False,,False,F,S,470,False
2283,Mars,Trappist,True,27.0,False,0.0,False,E,P,147,True
2284,Earth,Trappist,False,19.0,False,801.0,False,F,P,510,False
2285,Mars,Trappist,False,42.0,False,1997.0,False,F,S,471,False
2286,Earth,PSO,True,13.0,False,0.0,False,G,P,399,False
2287,Earth,Trappist,True,16.0,False,0.0,False,G,P,400,True
2288,Earth,Trappist,False,21.0,False,702.0,False,F,P,511,True
2289,Earth,PSO,True,28.0,False,0.0,False,G,P,402,True
2290,Earth,Trappist,True,69.0,False,0.0,False,G,S,396,False
2291,Earth,PSO,True,15.0,False,0.0,False,G,S,397,False
2292,Earth,Trappist,False,48.0,False,,False,E,S,171,False
2293,Earth,Trappist,False,42.0,False,,False,F,S,472,False
2294,Mars,Trappist,False,42.0,False,1059.0,False,D,S,83,False
2295,Earth,Trappist,False,23.0,False,706.0,True,G,S,398,False
2296,Earth,Trappist,False,26.0,False,,True,G,S,398,False
2297,Earth,Trappist,False,45.0,False,908.0,False,G,P,403,False
2298,Earth,Trappist,False,30.0,False,790.0,False,E,S,173,False
2299,Mars,Trappist,True,36.0,False,0.0,False,F,S,475,True
2300,Europa,Trappist,False,,False,7243.0,False,C,P,85,False
2301,Earth,Trappist,False,35.0,False,1265.0,False,F,P,512,False
2302,Europa,Trappist,True,21.0,False,0.0,True,C,P,86,True
2303,Europa,Cancri,True,50.0,False,0.0,True,C,P,86,True
2304,Earth,Trappist,True,52.0,False,0.0,False,G,P,404,False
2305,Earth,PSO,True,21.0,False,0.0,False,,,,False
2306,Earth,Cancri,False,41.0,False,699.0,False,F,S,476,False
2307,Earth,Cancri,False,35.0,False,2789.0,False,F,S,477,False
2308,Earth,Trappist,False,26.0,False,775.0,True,F,P,513,False
2309,Earth,Trappist,False,17.0,False,1997.0,True,F,P,513,False
2310,Mars,Trappist,False,69.0,False,5508.0,False,D,S,85,False
2311,Europa,Trappist,True,27.0,False,0.0,False,B,P,72,True
2312,Earth,PSO,False,25.0,False,4707.0,False,G,S,401,False
2313,Mars,Trappist,True,27.0,False,0.0,False,F,S,480,True
2314,Earth,Trappist,False,25.0,False,724.0,False,F,S,481,False
2315,Earth,Cancri,False,36.0,False,652.0,False,,,,False
2316,Earth,Trappist,False,14.0,False,990.0,False,E,S,176,False
2317,Europa,Cancri,True,27.0,False,0.0,False,C,S,89,True
2318,Earth,Trappist,False,22.0,False,1798.0,False,G,S,403,False
2319,Earth,Trappist,False,24.0,False,889.0,False,G,S,404,False
2320,Mars,Trappist,False,,False,1288.0,True,F,P,516,False
2321,Mars,Trappist,False,4.0,False,0.0,True,F,P,516,True
2322,Earth,Trappist,False,19.0,False,787.0,True,E,P,149,False
2323,Earth,Trappist,False,19.0,False,788.0,True,E,P,149,False
2324,Europa,Cancri,False,38.0,False,13558.0,True,A,P,19,False
2325,Europa,Cancri,True,39.0,False,0.0,True,A,P,19,True
2326,Europa,Cancri,False,23.0,False,3687.0,True,A,P,19,False
2327,Europa,Cancri,True,57.0,False,0.0,True,D,S,86,True
2328,Europa,Trappist,True,18.0,False,0.0,True,D,S,86,True
2329,Earth,Trappist,False,43.0,False,1154.0,False,F,S,483,False
2330,Mars,Trappist,False,28.0,False,1467.0,False,F,P,517,True
2331,Europa,Cancri,False,33.0,False,16060.0,True,C,S,91,False
2332,Europa,Cancri,True,37.0,False,0.0,True,C,S,91,True
2333,Earth,Trappist,False,28.0,False,711.0,False,,,,False
2334,Europa,Cancri,False,28.0,True,8453.0,True,B,S,96,False
2335,Europa,Cancri,True,18.0,False,0.0,True,B,S,96,True
2336,Earth,Cancri,False,29.0,False,809.0,False,G,P,406,False
2337,Europa,Trappist,True,29.0,False,0.0,True,C,P,87,True
2338,Europa,Cancri,True,28.0,False,0.0,True,C,P,87,True
2339,Earth,Trappist,False,24.0,False,1291.0,False,F,S,485,True
2340,Europa,Trappist,False,59.0,False,6827.0,False,C,P,88,False
2341,Mars,Trappist,True,43.0,False,0.0,False,E,P,151,False
2342,Mars,Trappist,True,20.0,False,0.0,False,F,P,520,True
2343,Europa,Cancri,True,23.0,False,0.0,False,B,P,73,True
2344,Europa,Cancri,True,27.0,False,0.0,False,D,P,74,True
2345,Europa,Cancri,True,38.0,False,0.0,False,B,P,74,True
2346,Earth,PSO,True,38.0,False,0.0,False,G,S,405,True
2347,Mars,Trappist,False,48.0,False,1161.0,False,F,S,487,True
2348,Mars,Trappist,False,25.0,False,1925.0,False,F,S,488,False
2349,Earth,PSO,True,25.0,False,0.0,False,G,P,407,True
2350,Mars,Trappist,False,24.0,False,2456.0,True,F,S,489,False
2351,Mars,Trappist,True,69.0,False,0.0,True,F,S,489,True
2352,Europa,Cancri,False,20.0,False,,True,B,P,75,False
2353,Europa,Cancri,True,18.0,False,0.0,True,B,P,75,True
2354,Earth,Trappist,True,28.0,False,0.0,False,G,P,409,False
2355,Earth,PSO,False,23.0,False,685.0,False,E,P,152,True
2356,Mars,Trappist,False,24.0,False,1378.0,False,E,S,177,False
2357,Europa,,False,44.0,False,4421.0,False,B,P,77,False
2358,Mars,Trappist,False,29.0,False,1020.0,False,E,P,153,False
2359,Europa,Cancri,False,6.0,False,0.0,True,B,S,97,True
2360,Europa,Trappist,False,42.0,False,3895.0,True,B,S,97,False
2361,Earth,Cancri,True,78.0,False,0.0,False,G,P,410,False
2362,Earth,Trappist,False,36.0,False,828.0,False,F,S,491,False
2363,Europa,Cancri,False,37.0,False,2964.0,True,,,,False
2364,Europa,Cancri,False,41.0,False,17160.0,True,A,P,20,True
2365,Earth,Trappist,False,18.0,False,907.0,False,G,S,407,False
2366,Mars,Trappist,False,62.0,False,1700.0,True,F,P,522,False
2367,Mars,Trappist,False,0.0,False,0.0,True,F,P,522,True
2368,Mars,Trappist,False,55.0,False,1289.0,True,F,P,522,False
2369,Earth,Trappist,True,16.0,False,0.0,False,G,P,411,True
2370,Earth,Trappist,False,32.0,False,723.0,False,F,P,523,False
2371,Earth,Trappist,False,19.0,False,1128.0,True,F,S,492,True
2372,Earth,Cancri,False,7.0,False,0.0,True,G,S,408,True
2373,Earth,Cancri,False,4.0,False,0.0,True,G,S,408,True
2374,Europa,Trappist,True,30.0,False,0.0,False,D,S,87,True
2375,Europa,Cancri,True,24.0,False,0.0,True,B,P,78,True
2376,Europa,Trappist,True,34.0,False,0.0,True,B,P,78,True
2377,Europa,Trappist,True,30.0,False,0.0,False,C,S,92,True
2378,Mars,Trappist,False,3.0,False,0.0,True,F,P,525,True
2379,Mars,Trappist,,32.0,False,0.0,True,F,P,525,True
2380,Mars,Trappist,False,55.0,False,1325.0,True,F,P,525,True
2381,Mars,Trappist,True,0.0,False,0.0,True,F,P,525,True
2382,Europa,Trappist,False,51.0,False,4537.0,False,,,,False
2383,Earth,PSO,True,0.0,False,0.0,True,G,P,412,True
2384,Earth,Trappist,False,21.0,False,,True,G,P,412,False
2385,Earth,Trappist,False,2.0,False,0.0,True,G,P,412,False
2386,Earth,Trappist,False,19.0,False,788.0,False,E,S,178,False
2387,Mars,Trappist,True,24.0,False,0.0,True,F,P,526,True
2388,Mars,Trappist,False,20.0,False,2598.0,True,F,P,526,False
2389,Europa,Trappist,False,42.0,False,3125.0,False,E,S,179,True
2390,Mars,Trappist,True,17.0,False,0.0,True,F,P,527,True
2391,Mars,Trappist,False,32.0,False,1360.0,True,E,P,155,False
2392,Earth,Trappist,False,28.0,False,784.0,False,G,P,414,True
2393,Europa,Cancri,True,21.0,False,0.0,True,C,S,93,True
2394,Europa,Cancri,True,56.0,True,0.0,True,C,S,93,True
2395,Europa,Cancri,True,28.0,False,0.0,False,C,P,90,True
2396,Earth,Trappist,False,42.0,False,803.0,False,F,S,496,False
2397,Earth,Trappist,False,18.0,False,2757.0,False,F,S,498,False
2398,Earth,Trappist,False,24.0,False,721.0,False,G,S,412,False
2399,Earth,Trappist,False,20.0,False,786.0,True,E,P,156,False
2400,Earth,Trappist,False,22.0,False,759.0,True,F,P,531,False
2401,Earth,Trappist,False,22.0,False,785.0,False,G,P,415,False
2402,Earth,PSO,,21.0,False,,False,G,P,417,False
2403,Earth,Trappist,False,28.0,False,913.0,False,G,P,419,True
2404,Europa,Trappist,True,26.0,False,0.0,True,C,P,91,True
2405,Europa,Cancri,True,50.0,False,0.0,True,C,P,91,True
2406,Europa,Trappist,False,26.0,False,11757.0,True,C,P,91,False
2407,Europa,Trappist,False,30.0,True,3577.0,True,C,P,91,False
2408,Europa,Trappist,True,29.0,False,0.0,True,C,P,91,True
2409,Earth,Trappist,False,8.0,False,0.0,True,G,P,420,False
2410,Earth,Trappist,False,45.0,False,839.0,True,G,P,420,False
2411,Earth,PSO,True,35.0,False,0.0,True,G,P,420,True
2412,Earth,PSO,False,18.0,False,636.0,True,F,S,499,False
2413,Earth,Trappist,False,23.0,False,817.0,True,G,S,413,False
2414,Mars,Trappist,False,29.0,True,861.0,True,D,P,75,False
2415,Mars,Trappist,False,18.0,False,3739.0,True,D,P,75,False
2416,Earth,Trappist,False,28.0,False,881.0,False,G,P,421,False
2417,Europa,Trappist,True,34.0,False,0.0,False,B,S,98,True
2418,Mars,Cancri,False,0.0,False,0.0,True,F,P,533,True
2419,Mars,Trappist,,4.0,False,0.0,True,F,P,533,True
2420,Mars,Trappist,False,28.0,False,1056.0,True,D,P,76,False
2421,Mars,Trappist,False,8.0,False,0.0,True,F,P,533,True
2422,Mars,Trappist,False,20.0,False,3362.0,True,D,P,77,False
2423,Mars,Trappist,True,20.0,False,0.0,True,F,P,534,True
2424,Mars,Trappist,True,25.0,False,0.0,True,F,S,500,True
2425,Mars,Cancri,False,31.0,False,2902.0,True,F,S,500,False
2426,Mars,Trappist,False,37.0,False,2476.0,False,F,P,535,False
2427,Earth,Trappist,True,21.0,False,0.0,False,,,,False
2428,Mars,Trappist,True,24.0,False,0.0,False,F,P,536,True
2429,Mars,Trappist,True,34.0,False,0.0,True,E,P,158,False
2430,Mars,Cancri,False,0.0,False,0.0,True,E,P,158,True
2431,Mars,Trappist,True,25.0,False,0.0,True,E,P,158,False
2432,Mars,Cancri,True,43.0,False,0.0,False,D,S,88,True
2433,Earth,Trappist,False,,False,901.0,True,F,P,537,False
2434,Earth,Trappist,False,45.0,False,,True,F,P,537,False
2435,Europa,Trappist,True,63.0,False,0.0,True,B,S,99,True
2436,Europa,Trappist,True,17.0,False,0.0,True,B,S,99,True
2437,Europa,Cancri,False,35.0,False,2451.0,True,B,S,99,True
2438,Europa,Trappist,False,12.0,False,0.0,True,B,S,99,True
2439,Earth,PSO,True,,False,0.0,False,G,S,416,True
2440,Earth,Trappist,False,17.0,False,822.0,False,F,P,541,False
2441,Earth,PSO,False,32.0,False,528.0,False,G,P,424,False
2442,,Trappist,True,23.0,False,0.0,False,E,P,159,True
2443,Earth,Cancri,False,17.0,False,2000.0,False,F,S,504,False
2444,Earth,Cancri,False,34.0,False,560.0,False,F,S,505,False
2445,Earth,Trappist,False,15.0,False,,False,F,P,542,False
2446,Earth,Trappist,True,14.0,False,0.0,True,G,P,426,True
2447,Earth,Trappist,False,22.0,False,1620.0,True,E,P,160,False
2448,Earth,Trappist,False,19.0,False,716.0,False,F,P,543,False
2449,Earth,PSO,False,40.0,False,688.0,False,F,P,544,False
2450,Europa,Cancri,True,25.0,False,0.0,True,A,P,21,True
2451,Europa,Cancri,False,51.0,False,2158.0,True,A,P,21,False
2452,Earth,Trappist,False,22.0,False,807.0,False,G,P,427,False
2453,Mars,Cancri,True,50.0,False,0.0,False,F,P,545,True
2454,Earth,Cancri,False,26.0,False,,False,G,P,428,False
2455,Mars,Trappist,True,39.0,False,0.0,False,F,S,508,True
2456,Mars,Trappist,False,18.0,False,,False,D,P,78,True
2457,Earth,Trappist,False,22.0,False,,False,G,S,419,False
2458,Earth,Trappist,False,26.0,False,788.0,False,E,S,181,False
2459,Earth,Trappist,False,19.0,False,1051.0,False,F,S,510,False
2460,Earth,PSO,True,16.0,False,0.0,False,G,S,420,False
2461,Earth,Trappist,False,24.0,False,810.0,False,G,P,430,False
2462,Earth,PSO,False,34.0,False,867.0,False,F,S,511,False
2463,Europa,Trappist,False,55.0,False,3710.0,True,C,S,95,True
2464,Europa,Trappist,False,42.0,False,15601.0,True,C,S,95,False
2465,Europa,Trappist,True,14.0,False,0.0,True,C,S,95,True
2466,Europa,Cancri,False,28.0,False,6045.0,True,C,S,95,True
2467,Europa,Cancri,True,26.0,False,0.0,True,C,S,95,True
2468,Europa,Cancri,False,33.0,False,9834.0,False,B,P,80,False
2469,Earth,Trappist,False,24.0,False,704.0,False,F,P,547,False
2470,Earth,Trappist,False,23.0,False,809.0,False,G,S,421,False
2471,Mars,Trappist,False,16.0,False,2717.0,False,D,P,79,False
2472,Earth,Trappist,True,36.0,False,0.0,False,G,P,431,False
2473,Europa,Cancri,True,44.0,False,0.0,False,B,S,100,True
2474,Earth,Trappist,False,22.0,False,702.0,False,F,S,513,True
2475,Earth,Trappist,True,30.0,False,0.0,False,G,S,422,False
2476,Earth,Trappist,False,20.0,False,715.0,False,F,S,514,False
2477,Earth,Trappist,False,21.0,False,2429.0,False,F,P,549,False
2478,Mars,Trappist,False,14.0,False,,False,E,S,182,True
2479,Earth,Trappist,False,27.0,False,,False,F,P,550,False
2480,Earth,Trappist,False,19.0,False,758.0,True,F,S,515,False
2481,Earth,Trappist,True,21.0,False,0.0,True,G,S,423,True
2482,Mars,Cancri,False,,False,2663.0,False,F,P,551,False
2483,Earth,Cancri,False,13.0,False,815.0,False,F,P,552,True
2484,Mars,PSO,True,71.0,False,0.0,False,E,S,183,True
2485,Mars,Trappist,True,28.0,False,0.0,True,E,S,184,False
2486,Mars,Cancri,False,18.0,False,2134.0,True,E,S,184,False
2487,Earth,Cancri,False,23.0,False,2902.0,True,F,S,516,False
2488,Earth,Cancri,False,34.0,False,705.0,True,G,S,424,False
2489,Earth,Trappist,False,20.0,False,809.0,False,G,P,432,False
2490,Earth,Cancri,False,17.0,False,797.0,False,F,P,554,False
2491,Earth,PSO,False,21.0,False,1277.0,False,F,P,555,False
2492,Europa,Trappist,False,33.0,False,6802.0,False,C,S,97,True
2493,Europa,Cancri,False,34.0,False,6790.0,False,B,P,81,True
2494,Europa,Trappist,False,51.0,False,2338.0,False,D,S,90,False
2495,Earth,Trappist,False,21.0,False,690.0,False,F,S,517,True
2496,Earth,Trappist,True,,False,0.0,False,G,S,426,False
2497,Earth,Trappist,False,31.0,False,888.0,False,G,P,434,False
2498,Europa,Trappist,False,36.0,False,1303.0,False,A,S,32,True
2499,Europa,Trappist,False,39.0,False,21839.0,False,B,P,83,False
2500,Earth,Trappist,False,26.0,False,907.0,False,G,P,435,False
2501,Earth,Trappist,False,51.0,False,1390.0,False,F,P,556,True
2502,,Trappist,False,24.0,False,797.0,False,F,P,557,False
2503,Earth,Cancri,False,27.0,False,719.0,False,E,S,185,True
2504,Earth,Trappist,False,31.0,False,803.0,False,F,P,558,False
2505,Earth,Trappist,False,24.0,False,716.0,False,,,,False
2506,Europa,Trappist,False,57.0,False,2979.0,True,A,P,22,False
2507,Europa,Cancri,False,36.0,True,2195.0,True,A,P,22,False
2508,Europa,Trappist,False,55.0,False,3133.0,True,A,P,22,False
2509,Europa,Cancri,True,,False,0.0,True,A,P,22,False
2510,Mars,Trappist,False,18.0,False,955.0,False,E,S,186,False
2511,Mars,Trappist,False,27.0,,2384.0,False,D,S,91,False
2512,Europa,Trappist,False,50.0,False,4588.0,False,C,P,94,False
2513,Earth,Trappist,False,24.0,False,714.0,False,F,S,520,False
2514,Earth,PSO,True,20.0,False,0.0,False,G,S,428,True
2515,Earth,Trappist,True,24.0,False,0.0,False,G,P,437,True
2516,Earth,Trappist,False,18.0,False,627.0,False,G,S,429,False
2517,Earth,Trappist,False,44.0,False,1527.0,False,F,S,521,False
2518,Europa,Cancri,True,27.0,False,0.0,False,B,S,102,True
2519,Europa,Trappist,False,58.0,False,3467.0,True,B,S,103,True
2520,Europa,PSO,True,29.0,False,0.0,True,B,S,103,True
2521,Earth,PSO,False,23.0,False,600.0,False,F,S,522,True
2522,Mars,Trappist,True,3.0,False,0.0,True,F,S,523,True
2523,Mars,Trappist,False,0.0,False,0.0,True,F,S,523,True
2524,Mars,,False,33.0,False,2364.0,True,F,S,523,False
2525,Mars,Trappist,False,12.0,,0.0,True,F,S,523,True
2526,Europa,Trappist,True,44.0,False,0.0,False,B,S,105,True
2527,Earth,Trappist,True,20.0,False,0.0,False,G,P,438,True
2528,Earth,Cancri,False,59.0,False,2057.0,False,F,P,561,False
2529,Earth,Trappist,False,18.0,False,888.0,False,G,S,431,False
2530,Europa,Trappist,True,72.0,False,0.0,False,B,S,106,True
2531,Earth,PSO,False,23.0,False,3560.0,True,G,P,439,False
2532,Earth,Trappist,False,11.0,False,0.0,True,G,P,439,False
2533,Earth,Trappist,True,1.0,False,0.0,True,G,P,439,True
2534,Earth,PSO,False,25.0,False,826.0,False,F,P,563,False
2535,Mars,Cancri,True,25.0,False,0.0,False,D,S,93,True
2536,Europa,Trappist,True,24.0,False,0.0,True,C,S,99,True
2537,Europa,Trappist,False,54.0,False,6790.0,True,C,S,99,True
2538,Mars,Cancri,True,17.0,False,0.0,True,F,P,564,True
2539,Mars,Trappist,False,48.0,False,1286.0,True,F,P,564,False
2540,Earth,Trappist,False,40.0,False,634.0,False,F,P,565,False
2541,Earth,Trappist,True,2.0,False,0.0,False,G,P,440,False
2542,Earth,Trappist,False,32.0,False,867.0,False,F,S,525,False
2543,Earth,Trappist,True,15.0,False,0.0,False,G,S,432,True
2544,Earth,Trappist,True,52.0,False,0.0,True,G,S,433,True
2545,Earth,Trappist,False,16.0,False,2921.0,True,F,S,527,False
2546,Earth,Trappist,True,16.0,False,0.0,True,G,S,433,True
2547,Earth,Cancri,True,16.0,False,0.0,True,G,S,435,True
2548,Earth,Cancri,False,6.0,False,0.0,True,G,S,435,False
2549,Mars,Trappist,False,10.0,False,0.0,False,F,P,567,True
2550,Mars,Trappist,False,27.0,True,1737.0,False,D,P,81,False
2551,Europa,Cancri,False,45.0,False,2264.0,True,C,S,100,True
2552,Europa,Trappist,False,26.0,False,6771.0,True,C,S,100,False
2553,Mars,Trappist,False,29.0,False,1049.0,False,E,S,187,False
2554,Earth,PSO,True,38.0,False,0.0,False,G,P,442,True
2555,Earth,Trappist,False,19.0,False,505.0,False,E,P,163,True
2556,Mars,Trappist,False,43.0,False,1298.0,False,E,P,164,False
2557,Earth,Trappist,False,15.0,False,759.0,False,F,S,528,False
2558,Mars,,False,31.0,False,1821.0,False,F,P,568,False
2559,Mars,Trappist,False,52.0,False,1119.0,False,F,P,569,False
2560,Mars,Trappist,,49.0,,0.0,False,F,P,570,True
2561,Earth,Cancri,False,29.0,False,691.0,False,F,S,529,True
2562,Earth,Trappist,False,18.0,False,790.0,False,F,P,571,True
2563,Mars,,True,41.0,False,0.0,False,F,S,530,True
2564,Earth,Trappist,False,9.0,False,0.0,True,G,P,444,False
2565,Earth,PSO,True,,False,0.0,True,G,P,444,False
2566,Earth,Trappist,False,58.0,False,840.0,True,E,P,165,True
2567,Earth,PSO,False,39.0,False,907.0,False,E,S,188,False
2568,Earth,Trappist,False,13.0,False,986.0,False,E,P,166,False
2569,Europa,Cancri,True,36.0,False,0.0,False,B,P,85,True
2570,Mars,Cancri,False,23.0,False,1141.0,False,F,P,572,False
2571,Earth,PSO,True,24.0,False,0.0,False,G,P,446,True
2572,Earth,Trappist,False,33.0,False,994.0,False,E,P,167,False
2573,Earth,Trappist,,18.0,False,0.0,True,G,S,438,False
2574,Earth,Trappist,True,2.0,False,0.0,True,G,S,438,False
2575,Earth,Trappist,True,0.0,False,0.0,True,G,S,438,True
2576,Earth,Trappist,False,36.0,False,885.0,True,G,S,439,False
2577,Earth,Cancri,False,15.0,False,444.0,True,G,S,439,False
2578,Earth,Trappist,False,31.0,False,859.0,False,E,P,168,True
2579,Earth,Trappist,False,42.0,False,1588.0,False,E,S,189,True
2580,Mars,Trappist,False,27.0,False,1503.0,False,F,S,532,False
2581,Earth,Trappist,False,36.0,False,,True,F,S,533,True
2582,Earth,Trappist,False,0.0,False,0.0,True,G,S,442,False
2583,Earth,Trappist,True,3.0,False,0.0,True,G,S,442,False
2584,Earth,PSO,False,22.0,False,,False,F,P,573,False
2585,Earth,Trappist,False,56.0,False,1817.0,False,G,S,443,False
2586,Earth,Trappist,False,23.0,False,757.0,False,G,S,444,False
2587,Mars,Trappist,False,25.0,False,1056.0,False,D,S,94,False
2588,Earth,Trappist,False,29.0,False,703.0,True,F,P,575,False
2589,Earth,Trappist,False,17.0,False,1226.0,True,F,P,575,False
2590,Earth,Trappist,False,13.0,False,967.0,True,F,P,575,False
2591,Mars,Trappist,False,35.0,,,True,D,P,82,True
2592,Mars,Cancri,True,53.0,False,0.0,True,F,P,576,True
2593,Earth,Trappist,False,24.0,False,716.0,False,F,P,578,False
2594,Earth,Trappist,True,38.0,False,0.0,False,G,P,447,False
2595,Europa,Cancri,True,21.0,False,0.0,True,D,P,83,True
2596,Europa,Cancri,False,29.0,False,3029.0,True,D,P,83,False
2597,Earth,Trappist,False,46.0,False,1721.0,False,G,P,448,True
2598,Europa,Trappist,True,58.0,False,0.0,False,C,S,102,True
2599,Earth,PSO,False,53.0,False,689.0,False,E,S,190,True
2600,Earth,Cancri,False,21.0,False,,False,F,S,535,False
2601,Earth,PSO,True,27.0,False,0.0,False,G,P,449,False
2602,Earth,Trappist,True,31.0,False,0.0,False,G,P,450,False
2603,Europa,Cancri,True,23.0,,0.0,True,B,P,86,True
2604,Europa,Cancri,False,41.0,False,6017.0,True,B,P,86,False
2605,Europa,Trappist,False,29.0,False,2341.0,True,B,P,86,False
2606,Europa,Cancri,False,54.0,False,4726.0,True,B,P,86,False
2607,Europa,Cancri,False,43.0,False,10859.0,True,B,P,86,True
2608,Earth,PSO,True,36.0,False,0.0,False,G,S,446,True
2609,Earth,Trappist,False,48.0,False,872.0,False,E,P,169,True
2610,Europa,Trappist,False,34.0,False,5687.0,True,C,S,103,True
2611,Europa,Trappist,False,42.0,False,4095.0,True,C,S,103,False
2612,Earth,Cancri,False,17.0,False,863.0,False,F,S,536,False
2613,Earth,Trappist,False,22.0,False,1345.0,False,F,P,580,False
2614,Europa,Trappist,False,37.0,False,,True,A,P,23,False
2615,Europa,Cancri,True,38.0,False,0.0,True,A,P,23,True
2616,Earth,Trappist,False,21.0,False,884.0,True,G,S,447,False
2617,Earth,PSO,True,23.0,False,0.0,True,G,S,447,True
2618,Europa,Trappist,False,27.0,False,17529.0,False,B,P,87,False
2619,Earth,Trappist,False,23.0,False,2735.0,False,F,P,581,True
2620,Earth,Trappist,False,19.0,False,634.0,False,F,P,582,False
2621,Mars,Trappist,False,28.0,False,1182.0,False,D,S,95,False
2622,Earth,Trappist,False,33.0,False,996.0,True,E,P,171,False
2623,Earth,PSO,True,24.0,False,0.0,True,G,P,452,False
2624,Earth,Trappist,True,0.0,False,0.0,True,G,P,452,True
2625,Earth,Trappist,True,41.0,False,0.0,False,G,P,453,True
2626,Earth,Trappist,True,19.0,False,0.0,False,G,P,454,False
2627,Earth,Trappist,False,44.0,False,871.0,False,F,S,537,False
2628,Mars,Cancri,False,43.0,False,1307.0,False,F,S,538,True
2629,Earth,Trappist,True,14.0,False,0.0,False,G,S,449,True
2630,Earth,PSO,True,18.0,False,0.0,False,G,P,455,True
2631,,Trappist,False,25.0,False,1159.0,False,F,P,584,False
2632,Mars,Trappist,False,0.0,False,0.0,True,F,P,585,True
2633,Mars,Cancri,True,4.0,False,0.0,True,F,P,585,True
2634,Mars,Trappist,False,24.0,False,1148.0,True,F,P,585,True
2635,Earth,Trappist,False,38.0,False,716.0,False,F,P,586,False
2636,Earth,Trappist,True,44.0,False,0.0,False,G,P,457,True
2637,Earth,Cancri,True,57.0,False,0.0,False,G,P,458,True
2638,Earth,Cancri,True,3.0,False,0.0,True,G,S,450,True
2639,Earth,Trappist,,5.0,False,0.0,True,G,S,450,False
2640,Earth,Cancri,True,3.0,False,0.0,True,G,S,450,True
2641,Earth,,True,18.0,False,0.0,True,G,S,450,True
2642,Earth,Trappist,True,8.0,False,0.0,True,G,S,450,False
2643,Mars,Trappist,True,21.0,False,0.0,False,F,P,587,True
2644,Europa,Cancri,True,35.0,False,0.0,False,C,S,104,True
2645,Mars,Trappist,,47.0,False,0.0,False,F,S,539,True
2646,Europa,Cancri,False,28.0,False,4863.0,True,C,P,96,False
2647,Europa,Trappist,False,49.0,False,13012.0,True,C,P,96,False
2648,Europa,Trappist,False,23.0,False,2798.0,True,D,P,86,True
2649,Europa,Trappist,False,19.0,False,2141.0,True,D,P,86,False
2650,Earth,Trappist,False,34.0,False,787.0,False,E,P,173,False
2651,Europa,Trappist,False,40.0,True,3511.0,False,C,S,105,True
2652,Europa,Cancri,False,26.0,True,,False,A,P,24,False
2653,Earth,PSO,False,23.0,False,,False,F,P,588,False
2654,Mars,Trappist,False,22.0,False,0.0,False,E,P,174,False
2655,Europa,Trappist,False,51.0,False,4082.0,False,C,S,107,True
2656,Earth,Cancri,False,44.0,False,692.0,False,F,S,540,False
2657,Mars,Trappist,False,50.0,False,1014.0,False,E,P,175,False
2658,Earth,Trappist,True,28.0,False,0.0,False,G,S,452,True
2659,Earth,Trappist,True,13.0,False,0.0,False,G,P,464,True
2660,Earth,,False,21.0,False,620.0,False,G,P,465,False
2661,Earth,Trappist,False,20.0,False,924.0,False,F,S,544,True
2662,Earth,Cancri,False,14.0,False,,False,F,P,591,False
2663,Europa,Cancri,False,38.0,False,,False,C,S,108,False
2664,Earth,PSO,False,29.0,False,,False,F,S,545,False
2665,Europa,Trappist,True,36.0,False,0.0,True,C,S,109,True
2666,Europa,Trappist,True,16.0,False,0.0,True,C,S,109,True
2667,Europa,Trappist,True,40.0,False,0.0,True,C,S,109,True
2668,Europa,Cancri,True,,False,0.0,False,C,P,98,True
2669,Earth,PSO,False,18.0,False,1306.0,False,F,S,546,True
2670,Earth,Trappist,False,17.0,False,761.0,False,F,S,547,True
2671,Mars,Trappist,True,32.0,False,0.0,False,E,S,193,True
2672,Earth,Trappist,False,27.0,False,852.0,False,G,P,466,False
2673,Mars,Trappist,False,34.0,False,3015.0,True,D,P,88,False
2674,Mars,Trappist,False,53.0,False,962.0,True,D,P,88,True
2675,Europa,Trappist,True,36.0,True,0.0,False,C,S,110,True
2676,Mars,Trappist,False,41.0,False,1719.0,True,D,P,89,False
2677,Mars,Trappist,False,51.0,False,953.0,True,E,P,176,False
2678,Earth,PSO,True,61.0,False,0.0,False,G,P,467,True
